urls
https://www.amazon.com/ASUS-ROG-Strix-Gaming-Laptop/dp/B0BV8H8HVD/ref=sr_1_1?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-1
https://www.amazon.com/AN515-58-525P-i5-12500H-GeForce-Display-Keyboard/dp/B0BSLVLS4P/ref=sr_1_2?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-2
https://www.amazon.com/Octa-Core-GeForce-Display-Backlit-AN17-41-R6L9/dp/B0BTQS4N1F/ref=sr_1_3?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-3
https://www.amazon.com/MSI-Katana-Gaming-Laptop-B13VFK-835US/dp/B0CG7NVGQ2/ref=sr_1_4?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-4
https://www.amazon.com/ASUS-Strix-Gaming-Laptop-15-6/dp/B0CJS41WR8/ref=sr_1_5?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-5
https://www.amazon.com/ASUS-Display-GeForce-Windows-FA707NU-DS74/dp/B0BWH9XCHC/ref=sr_1_6?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-6
https://www.amazon.com/MSI-GF63-i5-11400H-Windows-Aluminum/dp/B0B7D19CDC/ref=sr_1_7?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-7
https://www.amazon.com/MSI-Newest-Cyborg-Gaming-Laptop/dp/B0C5LK1MG1/ref=sr_1_8?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-8
https://www.amazon.com/GIGABYTE-G6-1920x1200-i7-13620H-KF-H3US853SH/dp/B0CJK3YVB2/ref=sr_1_9?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-9
https://www.amazon.com/HP-Victus-GeForce-Backlit-Windows/dp/B0CCXHXZVP/ref=sr_1_10?keywords=gaming+laptops&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=434db2ed-6d53-4c59-b173-e8cd550a2e4f&pf_rd_r=D2PPPQAC9Z2H0FPJ8M9A&pf_rd_s=merchandised-search-5&pf_rd_t=101&qid=1705809636&sr=8-10
